# T (K)     Thermal pressure (GPa)
# V= 188.4475000000000
 5500.0      22.6860493117269
 5600.0      23.1181822956311
 5700.0      23.5503460326371
 5800.0      23.9825410617000
 5900.0      24.4147630385154
 6000.0      24.8470143475512
# V= 186.0988787878788
    0.0       0.0000000000000
  100.0       0.0422040511621
  200.0       0.2396642550541
  300.0       0.5444089901987
  400.0       0.9013397793349
  500.0       1.2842027663802
  600.0       1.6813846622217
  700.0       2.0872321305170
  800.0       2.4987094987759
  900.0       2.9140548739413
 1000.0       3.3321758839508
 1100.0       3.7523608876555
 1200.0       4.1741267445163
 1300.0       4.5971340435069
 1400.0       5.0211352654372
 1500.0       5.4459488722809
 1600.0       5.8714353563397
 1700.0       6.2974887149541
 1800.0       6.7240220130414
 1900.0       7.1509709189668
 2000.0       7.5782784668147
 2100.0       8.0059023731114
 2200.0       8.4338033513002
 2300.0       8.8619523631362
 2400.0       9.2903240777320
 2500.0       9.7188935398356
 2600.0      10.1476437315329
 2700.0      10.5765589577995
 2800.0      11.0056244871975
 2900.0      11.4348265682071
 3000.0      11.8641570511745
 3100.0      12.2936036544574
 3200.0      12.7231591919885
 3300.0      13.1528149098312
 3400.0      13.5825651571234
 3500.0      14.0124049036180
 3600.0      14.4423269469156
 3700.0      14.8723262077733
 3800.0      15.3023986195302
 3900.0      15.7325397235581
 4000.0      16.1627468904096
 4100.0      16.5930153674812
 4200.0      17.0233415617392
 4300.0      17.4537248035727
 4400.0      17.8841594094557
 4500.0      18.3146441381585
 4600.0      18.7451765235533
 4700.0      19.1757550794309
 4800.0      19.6063784829014
 4900.0      20.0370423406648
 5000.0      20.4677443825768
 5100.0      20.8984841840064
 5200.0      21.3292678857747
 5300.0      21.7600759385121
 5400.0      22.1909267483502
 5500.0      22.6218000309807
 5600.0      23.0527100605465
 5700.0      23.4836487037259
 5800.0      23.9146165158060
 5900.0      24.3456092504742
 6000.0      24.7766292921982
# V= 185.3160050505051
    0.0       0.0000000000000
  100.0       0.0419420536795
  200.0       0.2378499527011
  300.0       0.5407806304722
  400.0       0.8961013567218
  500.0       1.2775442543699
  600.0       1.6734294815208
  700.0       2.0780564861034
  800.0       2.4883604675567
  900.0       2.9025615186593
 1000.0       3.3195561289443
 1100.0       3.7386253732039
 1200.0       4.1592813337973
 1300.0       4.5811813904657
 1400.0       5.0040758763650
 1500.0       5.4277816529356
 1600.0       5.8521581835650
 1700.0       6.2770986816592
 1800.0       6.7025157875042
 1900.0       7.1283447121699
 2000.0       7.5545283427529
 2100.0       7.9810241508002
 2200.0       8.4077928660870
 2300.0       8.8348052870485
 2400.0       9.2620361644574
 2500.0       9.6894605103975
 2600.0      10.1170613886148
 2700.0      10.5448231040848
 2800.0      10.9727309743655
 2900.0      11.4007714112567
 3000.0      11.8289361997769
 3100.0      12.2572132216034
 3200.0      12.6855953723289
 3300.0      13.1140740123404
 3400.0      13.5426434907759
 3500.0      13.9712988427163
 3600.0      14.4000329800859
 3700.0      14.8288409542974
 3800.0      15.2577186986901
 3900.0      15.6866618852916
 4000.0      16.1156678683224
 4100.0      16.5447321238267
 4200.0      16.9738509934427
 4300.0      17.4030239382156
 4400.0      17.8322453236151
 4500.0      18.2615140064033
 4600.0      18.6908275857805
 4700.0      19.1201845592053
 4800.0      19.5495837181118
 4900.0      19.9790207345276
 5000.0      20.4084934689645
 5100.0      20.8380014967912
 5200.0      21.2675507791773
 5300.0      21.6971223220402
 5400.0      22.1267340905483
 5500.0      22.5563663393483
 5600.0      22.9860329179518
 5700.0      23.4157259870127
 5800.0      23.8454461018180
 5900.0      24.2751891467109
 6000.0      24.7049574734952
# V= 184.5331313131313
    0.0       0.0000000000000
  100.0       0.0416706081515
  200.0       0.2359966740988
  300.0       0.5370793321623
  400.0       0.8907581726792
  500.0       1.2707518610254
  600.0       1.6653133492434
  700.0       2.0686942734164
  800.0       2.4778002802814
  900.0       2.8908332606349
 1000.0       3.3066781818045
 1100.0       3.7246088508552
 1200.0       4.1441324342227
 1300.0       4.5649030125902
 1400.0       4.9866686897993
 1500.0       5.4092447757533
 1600.0       5.8324896232656
 1700.0       6.2562956699736
 1800.0       6.6805750580381
 1900.0       7.1052625820638
 2000.0       7.5303009331637
 2100.0       7.9556473460711
 2200.0       8.3812625178972
 2300.0       8.8071171490857
 2400.0       9.2331859904089
 2500.0       9.6594441356107
 2600.0      10.0858745831091
 2700.0      10.5124617032077
 2800.0      10.9391908951240
 2900.0      11.3660486196539
 3000.0      11.7930267108120
 3100.0      12.2201132135950
 3200.0      12.6473009909318
 3300.0      13.0745815828611
 3400.0      13.5019493385209
 3500.0      13.9293993583198
 3600.0      14.3569247011701
 3700.0      14.7845204184845
 3800.0      15.2121826232537
 3900.0      15.6399069875055
 4000.0      16.0676909307884
 4100.0      16.4955300434702
 4200.0      16.9234207325171
 4300.0      17.3513624753061
 4400.0      17.7793497842948
 4500.0      18.2073815325773
 4600.0      18.6354554173456
 4700.0      19.0635699687223
 4800.0      19.4917240108055
 4900.0      19.9199133462784
 5000.0      20.3481358846490
 5100.0      20.7763912666136
 5200.0      21.2046852900223
 5300.0      21.6329994997474
 5400.0      22.0613513220022
 5500.0      22.4897216320485
 5600.0      22.9181239200945
 5700.0      23.3465505591096
 5800.0      23.7750021207128
 5900.0      24.2034745872392
 6000.0      24.6319702941606
# V= 183.7502575757576
    0.0       0.0000000000000
  100.0       0.0413894614326
  200.0       0.2341034474948
  300.0       0.5333033559138
  400.0       0.8853077120836
  500.0       1.2638223281184
  600.0       1.6570323293844
  700.0       2.0591409521679
  800.0       2.4670238087109
  900.0       2.8788642938524
 1000.0       3.2935357302246
 1100.0       3.7103044121855
 1200.0       4.1286725657497
 1300.0       4.5482908827164
 1400.0       4.9689052049490
 1500.0       5.3903292009879
 1600.0       5.8124201294042
 1700.0       6.2350695704071
 1800.0       6.6581892251938
 1900.0       7.0817134147422
 2000.0       7.5055846260154
 2100.0       7.9297598242694
 2200.0       8.3541997311132
 2300.0       8.7788749326666
 2400.0       9.2037600490464
 2500.0       9.6288303536480
 2600.0      10.0540688612214
 2700.0      10.4794598277464
 2800.0      10.9049888320922
 2900.0      11.3306423677188
 3000.0      11.7564123176364
 3100.0      12.1822868248338
 3200.0      12.6082588665635
 3300.0      13.0343199502003
 3400.0      13.4604645882021
 3500.0      13.8866879136412
 3600.0      14.3129830507579
 3700.0      14.7393451979526
 3800.0      15.1657705008801
 3900.0      15.5922546968958
 4000.0      16.0187953035403
 4100.0      16.4453878948491
 4200.0      16.8720291064364
 4300.0      17.2987183340191
 4400.0      17.7254502860386
 4500.0      18.1522238355888
 4600.0      18.5790366961937
 4700.0      19.0058875286318
 4800.0      19.4327751733331
 4900.0      19.8596954983089
 5000.0      20.2866466253823
 5100.0      20.7136280482625
 5200.0      21.1406454994712
 5300.0      21.5676810628360
 5400.0      21.9947517072750
 5500.0      22.4218388306730
 5600.0      22.8489555149389
 5700.0      23.2760944433497
 5800.0      23.7032561548603
 5900.0      24.1304367787937
 6000.0      24.5576385852937
# V= 182.9673838383838
    0.0       0.0000000000000
  100.0       0.0410981807256
  200.0       0.2321691704811
  300.0       0.5294507908862
  400.0       0.8797472801596
  500.0       1.2567522422669
  600.0       1.6485823062870
  700.0       2.0493916962605
  800.0       2.4560255898009
  900.0       2.8666485509845
 1000.0       3.2801220780962
 1100.0       3.6957048139656
 1200.0       4.1128939135301
 1300.0       4.5313366225430
 1400.0       4.9507764800600
 1500.0       5.3710254479300
 1600.0       5.7919396741506
 1700.0       6.2134098570041
 1800.0       6.6353472567248
 1900.0       7.0576856553354
 2000.0       7.4803673274834
 2100.0       7.9033490506071
 2200.0       8.3265914646557
 2300.0       8.7500650087612
 2400.0       9.1737443193724
 2500.0       9.5976047352127
 2600.0      10.0216291730401
 2700.0      10.4458019868263
 2800.0      10.8701087881045
 2900.0      11.2945361846583
 3000.0      11.7190760594980
 3100.0      12.1437166862683
 3200.0      12.5684510422216
 3300.0      12.9932707817205
 3400.0      13.4181704825505
 3500.0      13.8431452451204
 3600.0      14.2681883733219
 3700.0      14.6932951308834
 3800.0      15.1184617614514
 3900.0      15.5436840023815
 4000.0      15.9689594202099
 4100.0      16.3942838012881
 4200.0      16.8196537648981
 4300.0      17.2450687230888
 4400.0      17.6705235476213
 4500.0      18.0960171442535
 4600.0      18.5215472918373
 4700.0      18.9471126674831
 4800.0      19.3727121769489
 4900.0      19.7983418352335
 5000.0      20.2239997478283
 5100.0      20.6496855554301
 5200.0      21.0754047292490
 5300.0      21.5011399573957
 5400.0      21.9269076861652
 5500.0      22.3526899013932
 5600.0      22.7784993093532
 5700.0      23.2043288546338
 5800.0      23.6301789945302
 5900.0      24.0560460870127
 6000.0      24.4819322879015
# V= 182.1845101010101
    0.0       0.0000000000000
  100.0       0.0407964557229
  200.0       0.2301928059775
  300.0       0.5255197997328
  400.0       0.8740742637918
  500.0       1.2495381492590
  600.0       1.6399591316306
  700.0       2.0394416795966
  800.0       2.4448001441750
  900.0       2.8541799075419
 1000.0       3.2664304884813
 1100.0       3.6808027068084
 1200.0       4.0967885402259
 1300.0       4.5140317312792
 1400.0       4.9322734263901
 1500.0       5.3513238888827
 1600.0       5.7710380745206
 1700.0       6.1913058486555
 1800.0       6.6120379080689
 1900.0       7.0331675121602
 2000.0       7.4546367804233
 2100.0       7.8764022126528
 2200.0       8.2984243671383
 2300.0       8.7206736013519
 2400.0       9.1431244210865
 2500.0       9.5657523610492
 2600.0       9.9885401583463
 2700.0      10.4114723629332
 2800.0      10.8345344883513
 2900.0      11.2577133546998
 3000.0      11.6810006816692
 3100.0      12.1043850368799
 3200.0      12.5278593159241
 3300.0      12.9514154018123
 3400.0      13.3750478070021
 3500.0      13.7987517135620
 3600.0      14.2225205560396
 3700.0      14.6463496634910
 3800.0      15.0702353122268
 3900.0      15.4941733702583
 4000.0      15.9181614204539
 4100.0      16.3421953471566
 4200.0      16.7662718349763
 4300.0      17.1903903286261
 4400.0      17.6145458631867
 4500.0      18.0387372954200
 4600.0      18.4629625511658
 4700.0      18.8872203075344
 4800.0      19.3115095192795
 4900.0      19.7358263157241
 5000.0      20.1601689493472
 5100.0      20.5845369301896
 5200.0      21.0089356967979
 5300.0      21.4333484599054
 5400.0      21.8577911268524
 5500.0      22.2822463040893
 5600.0      22.7067263222544
 5700.0      23.1312242892559
 5800.0      23.5557407603809
 5900.0      23.9802721589275
 6000.0      24.4048206570481
# V= 181.4016363636364
    0.0       0.0000000000000
  100.0       0.0404839761172
  200.0       0.2281732760739
  300.0       0.5215084389488
  400.0       0.8682858375493
  500.0       1.2421765295549
  600.0       1.6311585101066
  700.0       2.0292859045930
  800.0       2.4333417964733
  900.0       2.8414520675498
 1000.0       3.2524540202920
 1100.0       3.6655905208452
 1200.0       4.0803482798514
 1300.0       4.4963674549882
 1400.0       4.9133867428818
 1500.0       5.3312146266714
 1600.0       5.7497048862186
 1700.0       6.1687464886169
 1800.0       6.5882495671945
 1900.0       7.0081468995578
 2000.0       7.4283803602212
 2100.0       7.8489061141738
 2200.0       8.2696847523692
 2300.0       8.6906864362957
 2400.0       9.1118856717463
 2500.0       9.5332579770962
 2600.0       9.9547861547796
 2700.0      10.3764546730918
 2800.0      10.7982491598982
 2900.0      11.2201565006259
 3000.0      11.6421684476293
 3100.0      12.0642736011926
 3200.0      12.4864650365600
 3300.0      12.9087345877458
 3400.0      13.3310768815315
 3500.0      13.7534871489815
 3600.0      14.1759589389672
 3700.0      14.5984876295406
 3800.0      15.0210695623403
 3900.0      15.4437007360333
 4000.0      15.8663787171559
 4100.0      16.2890994880431
 4200.0      16.7118598476286
 4300.0      17.1346592242933
 4400.0      17.5574927511100
 4500.0      17.9803594318282
 4600.0      18.4032571596238
 4700.0      18.8261846606029
 4800.0      19.2491409711794
 4900.0      19.6721223186677
 5000.0      20.0951269882109
 5100.0      20.5181546041738
 5200.0      20.9412103601231
 5300.0      21.3642780547433
 5400.0      21.7873730727515
 5500.0      22.2104786248811
 5600.0      22.6336066661351
 5700.0      23.0567505330692
 5800.0      23.4799107646385
 5900.0      23.9030839311290
 6000.0      24.3262721230331
# V= 180.6187626262626
    0.0       0.0000000000000
  100.0       0.0401603581071
  200.0       0.2261094293663
  300.0       0.5174147078679
  400.0       0.8623791841670
  500.0       1.2346637084611
  600.0       1.6221759585890
  700.0       2.0189191940149
  800.0       2.4216446181902
  900.0       2.8284584002278
 1000.0       3.2381854058012
 1100.0       3.6500603840660
 1200.0       4.0635646479476
 1300.0       4.4783346640982
 1400.0       4.8941066711822
 1500.0       5.3106873476562
 1600.0       5.7279292239858
 1700.0       6.1457203118443
 1800.0       6.5639702464347
 1900.0       6.9826112255784
 2000.0       7.4015848788104
 2100.0       7.8208471098081
 2200.0       8.2403584033672
 2300.0       8.6600888229845
 2400.0       9.0800127437970
 2500.0       9.5001058311676
 2600.0       9.9203507732067
 2700.0      10.3407320872057
 2800.0      10.7612354826898
 2900.0      11.1818478124220
 3000.0      11.6025609267487
 3100.0      12.0233635402778
 3200.0      12.4442487282535
 3300.0      12.8652084390139
 3400.0      13.2862373483365
 3500.0      13.7073306872856
 3600.0      14.1284821680524
 3700.0      14.5496872176848
 3800.0      14.9709422758131
 3900.0      15.3922433247725
 4000.0      15.8135880290910
 4100.0      16.2349724854274
 4200.0      16.6563935580434
 4300.0      17.0778506916519
 4400.0      17.4993391173173
 4500.0      17.9208579041172
 4600.0      18.3424049778913
 4700.0      18.7639791464057
 4800.0      19.1855794787380
 4900.0      19.6072022838627
 5000.0      20.0288459612467
 5100.0      20.4505101352546
 5200.0      20.8721998361335
 5300.0      21.2938994178550
 5400.0      21.7156237915089
 5500.0      22.1373566904518
 5600.0      22.5591096940512
 5700.0      22.9808764328385
 5800.0      23.4026573967727
 5900.0      23.8244493031276
 6000.0      24.2462542097317
# V= 179.8358888888889
    0.0       0.0000000000000
  100.0       0.0398251525634
  200.0       0.2240000736209
  300.0       0.5132365486617
  400.0       0.8563513148942
  500.0       1.2269958724622
  600.0       1.6130069449557
  700.0       2.0083361909757
  800.0       2.4097026073262
  900.0       2.8151922421317
 1000.0       3.2236172956218
 1100.0       3.6342042366429
 1200.0       4.0464289314078
 1300.0       4.4599240493855
 1400.0       4.8744233304489
 1500.0       5.2897315258817
 1600.0       5.7056999575839
 1700.0       6.1222156818082
 1800.0       6.5391876723131
 1900.0       6.9565476369608
 2000.0       7.3742369439744
 2100.0       7.7922112193883
 2200.0       8.2104307683462
 2300.0       8.6288656053490
 2400.0       9.0474900238739
 2500.0       9.4662797056158
 2600.0       9.8852173550171
 2700.0      10.3042873750454
 2800.0      10.7234756058814
 2900.0      11.1427690309442
 3000.0      11.5621593535924
 3100.0      11.9816355334133
 3200.0      12.4011905966554
 3300.0      12.8208166223125
 3400.0      13.2405083188259
 3500.0      13.6602609662560
 3600.0      14.0800683911177
 3700.0      14.4999260367909
 3800.0      14.9198304735617
 3900.0      15.3397777327611
 4000.0      15.7597655442451
 4100.0      16.1797900046725
 4200.0      16.5998481579566
 4300.0      17.0199393834825
 4400.0      17.4400591409621
 4500.0      17.8602064341452
 4600.0      18.2803792868633
 4700.0      18.7005765722104
 4800.0      19.1207973429322
 4900.0      19.5410380713228
 5000.0      19.9612972221769
 5100.0      20.3815744361912
 5200.0      20.8018745639612
 5300.0      21.2221825147454
 5400.0      21.6425127096745
 5500.0      22.0628494863879
 5600.0      22.4832039996221
 5700.0      22.9035701085559
 5800.0      23.3239483358124
 5900.0      23.7443355129891
 6000.0      24.1647336325865
# V= 179.0530151515152
    0.0       0.0000000000000
  100.0       0.0394780083487
  200.0       0.2218440166038
  300.0       0.5089718381739
  400.0       0.8501992491460
  500.0       1.2191691917111
  600.0       1.6036467574331
  700.0       1.9975314487630
  800.0       2.3975095332344
  900.0       2.8016466358417
 1000.0       3.2087420300594
 1100.0       3.6180137901005
 1200.0       4.0289321639798
 1300.0       4.4411260484810
 1400.0       4.8543264560377
 1500.0       5.2683363250849
 1600.0       5.6830056219689
 1700.0       6.0982204230242
 1800.0       6.5138891385562
 1900.0       6.9299428639781
 2000.0       7.3463227062018
 2100.0       7.7629839727878
 2200.0       8.1798868872204
 2300.0       8.5970013006804
 2400.0       9.0143014086535
 2500.0       9.4317629744942
 2600.0       9.8493685883213
 2700.0      10.2671027510940
 2800.0      10.6849512866612
 2900.0      11.1029012437699
 3000.0      11.5209443257786
 3100.0      11.9390696065985
 3200.0      12.3572701778058
 3300.0      12.7755381673904
 3400.0      13.1938683327896
 3500.0      13.6122560193914
 3600.0      14.0306950700427
 3700.0      14.4491811077754
 3800.0      14.8677107028753
 3900.0      15.2862799683333
 4000.0      15.7048866666695
 4100.0      16.1235269925344
 4200.0      16.5421980878331
 4300.0      16.9608992992868
 4400.0      17.3796262825911
 4500.0      17.7983779761679
 4600.0      18.2171525671684
 4700.0      18.6359488796906
 4800.0      19.0547660808041
 4900.0      19.4736006754669
 5000.0      19.8924513081255
 5100.0      20.3113175541485
 5200.0      20.7302040844799
 5300.0      21.1490964453250
 5400.0      21.5680084861954
 5500.0      21.9869251653456
 5600.0      22.4058572292128
 5700.0      22.8247987819553
 5800.0      23.2437503298641
 5900.0      23.6627088351927
 6000.0      24.0816762904415
# V= 178.2701414141414
    0.0       0.0000000000000
  100.0       0.0391184763339
  200.0       0.2196399925871
  300.0       0.5046183960864
  400.0       0.8439198593501
  500.0       1.2111795913809
  600.0       1.5940905617577
  700.0       1.9864993410127
  800.0       2.3850590182799
  900.0       2.7878144279544
 1000.0       3.1935517452697
 1100.0       3.6014805028178
 1200.0       4.0110651589299
 1300.0       4.4219306988823
 1400.0       4.8338055056614
 1500.0       5.2464905252017
 1600.0       5.6598343927937
 1700.0       6.0737221721899
 1800.0       6.4880616285827
 1900.0       6.9027832857665
 2000.0       7.3178279240135
 2100.0       7.7331505405769
 2200.0       8.1487113099450
 2300.0       8.5644798546511
 2400.0       8.9804303048530
 2500.0       9.3965384402371
 2600.0       9.8127868509222
 2700.0      10.2291599725397
 2800.0      10.6456436942664
 2900.0      11.0622251138451
 3000.0      11.4788959509663
 3100.0      11.8956453775331
 3200.0      12.3124664851217
 3300.0      12.7293515487097
 3400.0      13.1462953094023
 3500.0      13.5632931615836
 3600.0      13.9803390787563
 3700.0      14.3974287166160
 3800.0      14.8145587434406
 3900.0      15.2317253048848
 4000.0      15.6489261961326
 4100.0      16.0661577424904
 4200.0      16.4834171348592
 4300.0      16.9007037199600
 4400.0      17.3180132841444
 4500.0      17.7353448474941
 4600.0      18.1526965481643
 4700.0      18.5700673899048
 4800.0      18.9874564417932
 4900.0      19.4048604211034
 5000.0      19.8222779722816
 5100.0      20.2397087523566
 5200.0      20.6571572526203
 5300.0      21.0746095255694
 5400.0      21.4920789797522
 5500.0      21.9095510797144
 5600.0      22.3270362779175
 5700.0      22.7445288091757
 5800.0      23.1620292451080
 5900.0      23.5795346786235
 6000.0      23.9970470205628
# V= 177.4872676767677
    0.0       0.0000000000000
  100.0       0.0387461808835
  200.0       0.2173867766730
  300.0       0.5001740175830
  400.0       0.8375099526060
  500.0       1.2030230374747
  600.0       1.5843333766782
  700.0       1.9752340535430
  800.0       2.3723444480144
  900.0       2.7736882935807
 1000.0       3.1780384140888
 1100.0       3.5845955718624
 1200.0       3.9928184192166
 1300.0       4.4023278829331
 1400.0       4.8128496675549
 1500.0       5.2241826611881
 1600.0       5.6361741517357
 1700.0       6.0487081332060
 1800.0       6.4616917420105
 1900.0       6.8750548323327
 2000.0       7.2887379557973
 2100.0       7.7026957585202
 2200.0       8.1168882190058
 2300.0       8.5312848291320
 2400.0       8.9458596700603
 2500.0       9.3605885541413
 2600.0       9.7754538918420
 2700.0      10.1904402494496
 2800.0      10.6055334181491
 2900.0      11.0207207079989
 3000.0      11.4359937243657
 3100.0      11.8513417534764
 3200.0      12.2667579359031
 3300.0      12.6822346282832
 3400.0      13.0977665717220
 3500.0      13.5133492095996
 3600.0      13.9289766460742
 3700.0      14.3446446021695
 3800.0      14.7603497788273
 3900.0      15.1760883543662
 4000.0      15.5918582546260
 4100.0      16.0076558049131
 4200.0      16.4234783104522
 4300.0      16.8393251179645
 4400.0      17.2551921771212
 4500.0      17.6710784590081
 4600.0      18.0869822161041
 4700.0      18.5029024848231
 4800.0      18.9188383832385
 4900.0      19.3347866939521
 5000.0      19.7507461757340
 5100.0      20.1667164856129
 5200.0      20.5827019352291
 5300.0      20.9986891976941
 5400.0      21.4146910609414
 5500.0      21.8306936917913
 5600.0      22.2467070037504
 5700.0      22.6627256399322
 5800.0      23.0787500739637
 5900.0      23.4947775294099
 6000.0      23.9108098681155
# V= 176.7043939393939
    0.0       0.0000000000000
  100.0       0.0383606320384
  200.0       0.2150829969760
  300.0       0.4956363590259
  400.0       0.8309662461876
  500.0       1.1946952510161
  600.0       1.5743700576238
  700.0       1.9637296006865
  800.0       2.3593590201720
  900.0       2.7592606301880
 1000.0       3.1621936337177
 1100.0       3.5673499084922
 1200.0       3.9741821129934
 1300.0       4.3823071073420
 1400.0       4.7914477216540
 1500.0       5.2014008433692
 1600.0       5.6120123231770
 1700.0       6.0231650771756
 1800.0       6.4347655721658
 1900.0       6.8467430335501
 2000.0       7.2590376699819
 2100.0       7.6716037274436
 2200.0       8.0844011762739
 2300.0       8.4973992797029
 2400.0       8.9105719229085
 2500.0       9.3238949999011
 2600.0       9.7373509538118
 2700.0      10.1509241712760
 2800.0      10.5646005741344
 2900.0      10.9783675051094
 3000.0      11.3922164879080
 3100.0      11.8061370537365
 3200.0      12.2201222288432
 3300.0      12.6341645331853
 3400.0      13.0482586915360
 3500.0      13.4624002126034
 3600.0      13.8765832822056
 3700.0      14.2908036703621
 3800.0      14.7050581596745
 3900.0      15.1193430101215
 4000.0      15.5336560985467
 4100.0      15.9479939462404
 4200.0      16.3623538910911
 4300.0      16.7767352308242
 4400.0      17.1911341110943
 4500.0      17.6055494866554
 4600.0      18.0199797079784
 4700.0      18.4344237951449
 4800.0      18.8488809642205
 4900.0      19.2633480631345
 5000.0      19.6778239649810
 5100.0      20.0923082777927
 5200.0      20.5068051988862
 5300.0      20.9213019239961
 5400.0      21.3358107674286
 5500.0      21.7503184512912
 5600.0      22.1648344807910
 5700.0      22.5793537930171
 5800.0      22.9938767962687
 5900.0      23.4084008610984
 6000.0      23.8229278330190
# V= 175.9215202020202
    0.0       0.0000000000000
  100.0       0.0379613561716
  200.0       0.2127272734445
  300.0       0.4910030277813
  400.0       0.8242852777169
  500.0       1.1861918305387
  600.0       1.5641952967037
  700.0       1.9519798007921
  800.0       2.3460957283368
  900.0       2.7445236147621
 1000.0       3.1460088217054
 1100.0       3.5497341381558
 1200.0       3.9551461552680
 1300.0       4.3618574705180
 1400.0       4.7695881049231
 1500.0       5.1781328227665
 1600.0       5.5873359803624
 1700.0       5.9970794240648
