# T (K)      C_V_P (J K^-1 mol^-1)
# P = 600.000000 (GPa)
 4250.0      24.5431739062959
 4300.0      24.4359320304200
 4350.0      24.4600329328649
 4400.0      24.4861353910110
 4450.0      24.4831085603043
 4500.0      24.4061513844596
 4550.0      24.5164620318264
 4600.0      24.4854207164521
 4650.0      24.4637023295090
 4700.0      24.3651850155618
 4750.0      24.6550097269079
 4800.0      24.3377452711222
 4850.0      24.4976363205461
 4900.0      24.4931064025547
 4950.0      24.4608173065142
 5000.0      24.4228482276517
# P = 602.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8628247190607
  100.0      19.5547526397470
  150.0      25.0803398281518
  200.0      24.6279977850837
  250.0      24.2186537129106
  300.0      21.9995878599795
  350.0      27.1374891055825
  400.0      23.0173308134505
  450.0      27.7865444982791
  500.0      20.0378306330033
  550.0      25.4372848947128
  600.0      24.8564094001193
  650.0      24.0504254368118
  700.0      24.4334541864326
  750.0      24.2732584596655
  800.0      24.4601185678505
  850.0      21.2249979200384
  900.0      31.3900664992959
  950.0      -0.5790709308257
 1000.0      53.1802654649355
 1050.0      18.5756975162186
 1100.0      25.7383368025176
 1150.0      22.7110624101987
 1200.0      21.8403241066873
 1250.0      24.5033952398856
 1300.0      24.5857834643083
 1350.0      24.3195584745193
 1400.0      24.5517812289779
 1450.0      24.4043380491541
 1500.0      24.5102035420943
 1550.0      24.4322699297471
 1600.0      24.5135055914278
 1650.0      24.3877203509154
 1700.0      24.5335952402775
 1750.0      24.4197150828573
 1800.0      24.5201994380639
 1850.0      24.3743900003873
 1900.0      24.5713383109040
 1950.0      24.3636238221757
 2000.0      24.5905852317859
 2050.0      24.3700713056992
 2100.0      24.5450131057581
 2150.0      24.3181825714970
 2200.0      24.6202614629573
 2250.0      24.4070747061669
 2300.0      24.4586228957341
 2350.0      24.4715711805041
 2400.0      24.5124129945384
 2450.0      24.4035176770732
 2500.0      24.4693969707009
 2550.0      24.4778470374742
 2600.0      24.5363747620399
 2650.0      24.3779080803596
 2700.0      24.5015132522901
 2750.0      24.4901140660658
 2800.0      24.4410101095952
 2850.0      24.4771290213031
 2900.0      24.4108531557564
 2950.0      24.6410019531036
 3000.0      24.2936025500508
 3050.0      24.4954647942464
 3100.0      24.5386127205940
 3150.0      24.4160100571568
 3200.0      24.4391719188237
 3250.0      24.5585103651270
 3300.0      24.4246479041026
 3350.0      24.4588241237197
 3400.0      24.4688234233397
 3450.0      24.5292515289020
 3500.0      24.3900299269582
 3550.0      24.4379873324244
 3600.0      24.5938209929635
 3650.0      24.3648321698326
 3700.0      24.4946598311842
 3750.0      24.5170746187413
 3800.0      24.4290444785215
 3850.0      24.4495212256415
 3900.0      24.5037080997285
 3950.0      24.4474281782925
 4000.0      24.4830323374209
 4050.0      24.4568207775003
 4100.0      24.4840937165670
 4150.0      24.4917201711258
 4200.0      24.4002680741743
 4250.0      24.5430735255652
 4300.0      24.4366967843012
 4350.0      24.4605350191392
 4400.0      24.4864722183848
 4450.0      24.4834679046229
 4500.0      24.4070833862669
 4550.0      24.5166460311754
 4600.0      24.4856827895425
 4650.0      24.4642061655198
 4700.0      24.3664433295043
 4750.0      24.6540410717994
 4800.0      24.3392013652599
 4850.0      24.4978796039715
 4900.0      24.4933902253905
 4950.0      24.4613219779208
 5000.0      24.4235764567960
# P = 604.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8630200461362
  100.0      19.5547895193835
  150.0      25.0834039394640
  200.0      24.6233794591586
  250.0      24.2187023027418
  300.0      22.0179296856617
  350.0      27.1092103512389
  400.0      23.0493446481629
  450.0      27.7401621213097
  500.0      20.0837752354571
  550.0      25.4220832634611
  600.0      24.8618597711118
  650.0      24.0511534240539
  700.0      24.4375079983137
  750.0      24.2733556600157
  800.0      24.4614975003366
  850.0      21.2587842817345
  900.0      31.3164475956655
  950.0      -0.2938876771846
 1000.0      52.8564379956373
 1050.0      18.6515255768753
 1100.0      25.7074613277637
 1150.0      22.7417481471231
 1200.0      21.8688693672382
 1250.0      24.5030730676383
 1300.0      24.5855488959926
 1350.0      24.3214012043094
 1400.0      24.5515518267346
 1450.0      24.4057023819473
 1500.0      24.5100188826134
 1550.0      24.4334206949160
 1600.0      24.5134892176808
 1650.0      24.3891508962817
 1700.0      24.5334674811358
 1750.0      24.4207605401499
 1800.0      24.5202690636121
 1850.0      24.3758191423426
 1900.0      24.5709231942465
 1950.0      24.3651825514003
 2000.0      24.5899473327351
 2050.0      24.3716203180369
 2100.0      24.5447569846305
 2150.0      24.3201842152132
 2200.0      24.6193918587378
 2250.0      24.4081338536542
 2300.0      24.4593317329737
 2350.0      24.4720566683350
 2400.0      24.5125841882156
 2450.0      24.4045918395649
 2500.0      24.4699397804645
 2550.0      24.4783390090222
 2600.0      24.5362501385401
 2650.0      24.3793098469595
 2700.0      24.5016695512679
 2750.0      24.4905109964999
 2800.0      24.4417721899422
 2850.0      24.4775694503166
 2900.0      24.4118665482667
 2950.0      24.6400913261756
 3000.0      24.2955570588641
 3050.0      24.4957705608896
 3100.0      24.5385673567444
 3150.0      24.4169287629116
 3200.0      24.4399941495154
 3250.0      24.5581938151938
 3300.0      24.4256093549054
 3350.0      24.4593051904554
 3400.0      24.4693970333908
 3450.0      24.5292375686252
 3500.0      24.3912094356324
 3550.0      24.4387076599800
 3600.0      24.5933453896495
 3650.0      24.3659498248394
 3700.0      24.4952462468444
 3750.0      24.5171078081315
 3800.0      24.4298045527153
 3850.0      24.4501730913572
 3900.0      24.5039110093115
 3950.0      24.4481058670337
 4000.0      24.4833995795238
 4050.0      24.4573571548360
 4100.0      24.4844916441712
 4150.0      24.4920444764215
 4200.0      24.4012360377287
 4250.0      24.5429741910430
 4300.0      24.4374596652966
 4350.0      24.4610362055622
 4400.0      24.4868086528901
 4450.0      24.4838268162473
 4500.0      24.4080131819161
 4550.0      24.5168300846281
 4600.0      24.4859448256293
 4650.0      24.4647091895910
 4700.0      24.3676986637385
 4750.0      24.6530758535876
 4800.0      24.3406540531536
 4850.0      24.4981228775637
 4900.0      24.4936739277680
 4950.0      24.4618259789345
 5000.0      24.4243034809294
# P = 606.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8632133473589
  100.0      19.5548282932145
  150.0      25.0864439928402
  200.0      24.6188006048734
  250.0      24.2187514744931
  300.0      22.0361221486414
  350.0      27.0811633220212
  400.0      23.0810995709384
  450.0      27.6941587916783
  500.0      20.1293420565856
  550.0      25.4070075751650
  600.0      24.8672676334694
  650.0      24.0518763297349
  700.0      24.4415303050746
  750.0      24.2734531228897
  800.0      24.4628666011654
  850.0      21.2922998430290
  900.0      31.2434159815781
  950.0      -0.0109455636069
 1000.0      52.5350315740510
 1050.0      18.7267912265428
 1100.0      25.6768149977863
 1150.0      22.7722079053443
 1200.0      21.8972044744039
 1250.0      24.5027544002907
 1300.0      24.5853173036561
 1350.0      24.3232318441643
 1400.0      24.5513253008786
 1450.0      24.4070583525674
 1500.0      24.5098366192305
 1550.0      24.4345648254573
 1600.0      24.5134740686638
 1650.0      24.3905731220209
 1700.0      24.5333416577573
 1750.0      24.4218003671652
 1800.0      24.5203393291128
 1850.0      24.3772404433993
 1900.0      24.5705116887407
 1950.0      24.3667328747556
 2000.0      24.5893142822802
 2050.0      24.3731612211254
 2100.0      24.5445033843427
 2150.0      24.3221753576165
 2200.0      24.6185282214058
 2250.0      24.4091880452102
 2300.0      24.4600377224041
 2350.0      24.4725404383812
 2400.0      24.5127554934852
 2450.0      24.4056612697309
 2500.0      24.4704807809316
 2550.0      24.4788293496372
 2600.0      24.5361271492520
 2650.0      24.3807055362697
 2700.0      24.5018260820386
 2750.0      24.4909068801254
 2800.0      24.4425315816294
 2850.0      24.4780087412472
 2900.0      24.4128761846339
 2950.0      24.6391856748271
 3000.0      24.2975037745145
 3050.0      24.4960758776936
 3100.0      24.5385230041566
 3150.0      24.4178444871925
 3200.0      24.4408137357854
 3250.0      24.5578794810463
 3300.0      24.4265676721277
 3350.0      24.4597852940675
 3400.0      24.4699691516041
 3450.0      24.5292245139338
 3500.0      24.3923852502094
 3550.0      24.4394261520122
 3600.0      24.5928723299820
 3650.0      24.3670642407115
 3700.0      24.4958313938336
 3750.0      24.5171416681144
 3800.0      24.4305627958622
 3850.0      24.4508235658631
 3900.0      24.5041139734062
 3950.0      24.4487821725227
 4000.0      24.4837663743481
 4050.0      24.4578926568476
 4100.0      24.4848890575622
 4150.0      24.4923685200189
 4200.0      24.4022019332007
 4250.0      24.5428758528947
 4300.0      24.4382210710253
 4350.0      24.4615367522903
 4400.0      24.4871448684931
 4450.0      24.4841854792968
 4500.0      24.4089412414387
 4550.0      24.5170142860768
 4600.0      24.4862069569960
 4650.0      24.4652116514569
 4700.0      24.3689516337904
 4750.0      24.6521136063525
 4800.0      24.3421040364998
 4850.0      24.4983662598194
 4900.0      24.4939576465337
 4950.0      24.4623295493346
 5000.0      24.4250296425470
# P = 608.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8634048262222
  100.0      19.5548689912951
  150.0      25.0894631406933
  200.0      24.6142564820849
  250.0      24.2188012741612
  300.0      22.0541839295855
  350.0      27.0533194320293
  400.0      23.1126278419519
  450.0      27.6484880365511
  500.0      20.1745771538445
  550.0      25.3920426752454
  600.0      24.8726383825044
  650.0      24.0525948685812
  700.0      24.4455250735514
  750.0      24.2735509397050
  800.0      24.4642271996318
  850.0      21.3255770096734
  900.0      31.1709017393657
  950.0       0.2700234765992
 1000.0      52.2157511305448
 1050.0      18.8015631500085
 1100.0      25.6463699618446
 1150.0      22.8024692597056
 1200.0      21.9253549169560
 1250.0      24.5024389509857
 1300.0      24.5850884799796
 1350.0      24.3250519900239
 1400.0      24.5511014529211
 1450.0      24.4084071191347
 1500.0      24.5096565953952
 1550.0      24.4357032790942
 1600.0      24.5134601299742
 1650.0      24.3919881961502
 1700.0      24.5332176661454
 1750.0      24.4228354011213
 1800.0      24.5204102894454
 1850.0      24.3786550266066
 1900.0      24.5701034710518
 1950.0      24.3682759942036
 2000.0      24.5886855931813
 2050.0      24.3746951873316
 2100.0      24.5442521131098
 2150.0      24.3241574857345
 2200.0      24.6176699114740
 2250.0      24.4102380535592
 2300.0      24.4607413767472
 2350.0      24.4730228388281
 2400.0      24.5129270325435
 2450.0      24.4067267235220
 2500.0      24.4710203511783
 2550.0      24.4793183999197
 2600.0      24.5360057099446
 2650.0      24.3820961001750
 2700.0      24.5019829508742
 2750.0      24.4913019826468
 2800.0      24.4432887894207
 2850.0      24.4784471838691
 2900.0      24.4138827242079
 2950.0      24.6382844141862
 3000.0      24.2994439459819
 3050.0      24.4963809397125
 3100.0      24.5384796358387
 3150.0      24.4187578033719
 3200.0      24.4416311865949
 3250.0      24.5575671707095
 3300.0      24.4275234408838
 3350.0      24.4602647260669
 3400.0      24.4705401221129
 3450.0      24.5292123584142
 3500.0      24.3935580652853
 3550.0      24.4401432301627
 3600.0      24.5924015409688
 3650.0      24.3681760602519
 3700.0      24.4964156077400
 3750.0      24.5171762193866
 3800.0      24.4313196356055
 3850.0      24.4514730133962
 3900.0      24.5043171058297
 3950.0      24.4494574676757
 4000.0      24.4841329232596
 4050.0      24.4584275746735
 4100.0      24.4852861714911
 4150.0      24.4926924760607
 4200.0      24.4031662725911
 4250.0      24.5427784613175
 4300.0      24.4389813993369
 4350.0      24.4620369196903
 4400.0      24.4874810393336
 4450.0      24.4845440781045
 4500.0      24.4098680354132
 4550.0      24.5171987295739
 4600.0      24.4864693161506
 4650.0      24.4657138012769
 4700.0      24.3702028562031
 4750.0      24.6511538633872
 4800.0      24.3435520184075
 4850.0      24.4986098695384
 4900.0      24.4942415188899
 4950.0      24.4628329295117
 5000.0      24.4257552850852
# P = 610.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8635946827574
  100.0      19.5549116430573
  150.0      25.0924644819309
  200.0      24.6097424305998
  250.0      24.2188517469181
  300.0      22.0721333936491
  350.0      27.0256505683839
  400.0      23.1439611861836
  450.0      27.6031041510616
  500.0      20.2195258157480
  550.0      25.3771736610773
  600.0      24.8779773251508
  650.0      24.0533097436552
  700.0      24.4494962066676
  750.0      24.2736492003773
  800.0      24.4655806039473
  850.0      21.3586476828586
  900.0      31.0988360168151
  950.0       0.5492835244565
 1000.0      51.8983055854910
 1050.0      18.8759091052848
 1100.0      25.6160987399356
 1150.0      22.8325594155405
 1200.0      21.9533458451801
 1250.0      24.5021264365534
 1300.0      24.5848622202714
 1350.0      24.3268632181920
 1400.0      24.5508800867395
 1450.0      24.4097498263114
 1500.0      24.5094786563476
 1550.0      24.4368370029861
 1600.0      24.5134473873721
 1650.0      24.3933972744340
 1700.0      24.5330954033711
 1750.0      24.4238664709210
 1800.0      24.5204819989736
 1850.0      24.3800640045338
 1900.0      24.5696982207885
 1950.0      24.3698131011706
 2000.0      24.5880607823791
 2050.0      24.3762233793162
 2100.0      24.5440029807153
 2150.0      24.3261320750594
 2200.0      24.6168162942766
 2250.0      24.4112846458508
 2300.0      24.4614432051682
 2350.0      24.4735042155392
 2400.0      24.5130989268262
 2450.0      24.4077889521848
 2500.0      24.4715588680062
 2550.0      24.4798064985309
 2600.0      24.5358857369033
 2650.0      24.3834824855031
 2700.0      24.5021402635432
 2750.0      24.4916965684918
 2800.0      24.4440443157404
 2850.0      24.4788850667045
 2900.0      24.4148868235761
 2950.0      24.6373869618324
 3000.0      24.3013788174821
 3050.0      24.4966859413231
 3100.0      24.5384372249370
 3150.0      24.4196692829849
 3200.0      24.4424470093703
 3250.0      24.5572566928193
 3300.0      24.4284772447741
 3350.0      24.4607437772951
 3400.0      24.4711102882930
 3450.0      24.5292010957168
 3500.0      24.3947285741741
 3550.0      24.4408593154098
 3600.0      24.5919327500661
 3650.0      24.3692859254090
 3700.0      24.4969992237819
 3750.0      24.5172114826741
 3800.0      24.4320754992216
 3850.0      24.4521217980358
 3900.0      24.5045205203927
 3950.0      24.4501321253110
 4000.0      24.4844994276509
 4050.0      24.4589621995391
 4100.0      24.4856832008128
 4150.0      24.4930165187974
 4200.0      24.4041295682302
 4250.0      24.5426819665231
 4300.0      24.4397410484642
 4350.0      24.4625369684323
 4400.0      24.4878173397746
 4450.0      24.4849027972788
 4500.0      24.4107940351221
 4550.0      24.5173835093644
 4600.0      24.4867320358596
 4650.0      24.4662158897039
 4700.0      24.3714529486720
 4750.0      24.6501961571036
 4800.0      24.3449987035187
 4850.0      24.4988538258392
 4900.0      24.4945256824082
 4950.0      24.4633363604860
 5000.0      24.4264807529195
# P = 612.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8637831135926
  100.0      19.5549562773211
  150.0      25.0954510626004
  200.0      24.6052538688356
  250.0      24.2189029371243
  300.0      22.0899885975794
  350.0      26.9981290888973
  400.0      23.1751308006092
  450.0      27.5579621809692
  500.0      20.2642325762246
  550.0      25.3623858746972
  600.0      24.8832896811381
  650.0      24.0540216464829
  700.0      24.4534475441997
  750.0      24.2737479933410
  800.0      24.4669281017103
  850.0      21.3915432658644
  900.0      31.0271510097902
  950.0       0.8270947286840
 1000.0      51.5824078144645
 1050.0      18.9498959500754
 1100.0      25.5859742177886
 1150.0      22.8625052150783
 1200.0      21.9812020799125
 1250.0      24.5018165774494
 1300.0      24.5846383223703
 1350.0      24.3286670858314
 1400.0      24.5506610085511
 1450.0      24.4110876054226
 1500.0      24.5093026490704
 1550.0      24.4379669338513
 1600.0      24.5134358267790
 1650.0      24.3948015006207
 1700.0      24.5329747675696
 1750.0      24.4248943973748
 1800.0      24.5205545115616
 1850.0      24.3814684794317
 1900.0      24.5692956204870
 1950.0      24.3713453767158
 2000.0      24.5874393709590
 2050.0      24.3777469502458
 2100.0      24.5437557984890
 2150.0      24.3281005898794
 2200.0      24.6159667399142
 2250.0      24.4123285837583
 2300.0      24.4621437132906
 2350.0      24.4739849120696
 2400.0      24.5132712970353
 2450.0      24.4088487022364
 2500.0      24.4720967060115
 2550.0      24.4802939822392
 2600.0      24.5357671469137
 2650.0      24.3848656341091
 2700.0      24.5022981253376
 2750.0      24.4920909008321
 2800.0      24.4447986607260
 2850.0      24.4793226770885
 2900.0      24.4158891366975
 2950.0      24.6364927377253
 3000.0      24.3033096287277
 3050.0      24.4969910762473
 3100.0      24.5383957447321
 3150.0      24.4205794958190
 3200.0      24.4432617100803
 3250.0      24.5569478565948
 3300.0      24.4294296659683
 3350.0      24.4612227379629
 3400.0      24.4716799928116
 3450.0      24.5291907195561
 3500.0      24.3958974689960
 3550.0      24.4415748281089
 3600.0      24.5914656851617
 3650.0      24.3703944773511
 3700.0      24.4975825768500
 3750.0      24.5172474787337
 3800.0      24.4328308136851
 3850.0      24.4527702836944
 3900.0      24.5047243309019
 3950.0      24.4508065181840
 4000.0      24.4848660889361
 4050.0      24.4594968227331
 4100.0      24.4860803604634
 4150.0      24.4933408225855
 4200.0      24.4050923327527
 4250.0      24.5425863187392
 4300.0      24.4405004169982
 4350.0      24.4630371594820
 4400.0      24.4881539444249
 4450.0      24.4852618217098
 4500.0      24.4117197125550
 4550.0      24.5175687198792
 4600.0      24.4869952491712
 4650.0      24.4667181679072
 4700.0      24.3727025302284
 4750.0      24.6492400189655
 4800.0      24.3464447981498
 4850.0      24.4990982481717
 4900.0      24.4948102750612
 4950.0      24.4638400840060
 5000.0      24.4272063914589
# P = 614.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8639703120385
  100.0      19.5550029223122
  150.0      25.0984258771303
  200.0      24.6007862921188
  250.0      24.2189548883455
  300.0      22.1077672937765
  350.0      26.9707278072962
  400.0      23.2061673646455
  450.0      27.5130179108717
  500.0      20.3087412298327
  550.0      25.3476648997445
  600.0      24.8885805848917
  650.0      24.0547312573514
  700.0      24.4573828641191
  750.0      24.2738474055868
  800.0      24.4682709601980
  850.0      21.4242946747533
  900.0      30.9557799413182
  950.0       1.1037133860325
 1000.0      51.2677745354386
 1050.0      19.0235896535012
 1100.0      25.5559696421404
 1150.0      22.8923331449976
 1200.0      22.0089481159202
 1250.0      24.5015090977001
 1300.0      24.5844165866278
 1350.0      24.3304651311188
 1400.0      24.5504440268659
 1450.0      24.4124215747309
 1500.0      24.5091284222680
 1550.0      24.4390939981660
 1600.0      24.5134254342748
 1650.0      24.3962020066548
 1700.0      24.5328556579103
 1750.0      24.4259199932918
 1800.0      24.5206278805817
 1850.0      24.3828695434376
 1900.0      24.5688953555425
 1950.0      24.3728739916956
 2000.0      24.5868208840378
 2050.0      24.3792670439848
 2100.0      24.5435103792673
 2150.0      24.3300644833533
 2200.0      24.6151206231447
 2250.0      24.4133706235892
 2300.0      24.4628434033398
 2350.0      24.4744652697656
 2400.0      24.5134442631475
 2450.0      24.4099067157332
 2500.0      24.4726342376570
 2550.0      24.4807811859508
 2600.0      24.5356498572507
 2650.0      24.3862464830084
 2700.0      24.5024566410732
 2750.0      24.4924852416617
 2800.0      24.4455523223190
 2850.0      24.4797603011650
 2900.0      24.4168903148934
 2950.0      24.6356011640499
 3000.0      24.3052376149424
 3050.0      24.4972965376086
 3100.0      24.5383551686344
 3150.0      24.4214890100417
 3200.0      24.4440757933637
 3250.0      24.5566404717904
 3300.0      24.4303812852667
 3350.0      24.4617018976892
 3400.0      24.4722495777155
 3450.0      24.5291812237090
 3500.0      24.3970654408422
 3550.0      24.4422901880490
 3600.0      24.5910000745477
 3650.0      24.3715023566646
 3700.0      24.4981660016300
 3750.0      24.5172842283589
 3800.0      24.4335860058512
 3850.0      24.4534188341798
 3900.0      24.5049286511889
 3950.0      24.4514810191261
 4000.0      24.4852331086046
 4050.0      24.4600317356822
 4100.0      24.4864778655080
 4150.0      24.4936655619445
 4200.0      24.4060550792619
 4250.0      24.5424914681925
 4300.0      24.4412599040082
 4350.0      24.4635377541835
 4400.0      24.4884910282062
 4450.0      24.4856213366305
 4500.0      24.4126455405497
 4550.0      24.5177544557587
 4600.0      24.4872590894545
 4650.0      24.4672208876378
 4700.0      24.3739522213959
 4750.0      24.6482849793916
 4800.0      24.3478910104181
 4850.0      24.4993432563364
 4900.0      24.4950954352406
 4950.0      24.4643443425645
 5000.0      24.4279325471675
# P = 616.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8641564681188
  100.0      19.5550516056678
  150.0      25.1013918692180
  200.0      24.5963352714911
  250.0      24.2190076433687
  300.0      22.1254869355090
  350.0      26.9434199861733
  400.0      23.2371010486754
  450.0      27.4682278517060
  500.0      20.3530948445750
  550.0      25.3329965575804
  600.0      24.8938550869604
  650.0      24.0554392455318
  700.0      24.4613058837441
  750.0      24.2739475226897
  800.0      24.4696104266658
  850.0      21.4569323483960
  900.0      30.8846570433986
  950.0       1.3793920138396
 1000.0      50.9541262260676
 1050.0      19.0970553070664
 1100.0      25.5260586157159
 1150.0      22.9220693431143
 1200.0      22.0366081251437
 1250.0      24.5012037248526
 1300.0      24.5841968158952
 1350.0      24.3322588733877
 1400.0      24.5502289524444
 1450.0      24.4137528396877
 1500.0      24.5089558263478
 1550.0      24.4402191123499
 1600.0      24.5134161960949
 1650.0      24.3975999128680
 1700.0      24.5327379745727
 1750.0      24.4269440635707
 1800.0      24.5207021589218
 1850.0      24.3842682787606
 1900.0      24.5684971141486
 1950.0      24.3744001069312
 2000.0      24.5862048506688
 2050.0      24.3807847952764
 2100.0      24.5432665373587
 2150.0      24.3320251976675
 2200.0      24.6142773232787
 2250.0      24.4144115164023
 2300.0      24.4635427742461
 2350.0      24.4749456278324
 2400.0      24.5136179444302
 2450.0      24.4109637304278
 2500.0      24.4731718333337
 2550.0      24.4812684427594
 2600.0      24.5355337856668
 2650.0      24.3876259645318
 2700.0      24.5026159151038
 2750.0      24.4928798518390
 2800.0      24.4463057963492
 2850.0      24.4801982239293
 2900.0      24.4178910069478
 2950.0      24.6347116651370
 3000.0      24.3071640070545
 3050.0      24.4976025179559
 3100.0      24.5383154701802
 3150.0      24.4223983922652
 3200.0      24.4448897625770
 3250.0      24.5563343486786
 3300.0      24.4313326821882
 3350.0      24.4621815455429
 3400.0      24.4728193844570
 3450.0      24.5291726020153
 3500.0      24.3982331798054
 3550.0      24.4430058145108
 3600.0      24.5905356468848
 3650.0      24.3726102033622
 3700.0      24.4987498325947
 3750.0      24.5173217523814
 3800.0      24.4343415024359
 3850.0      24.4540678132490
 3900.0      24.5051335951214
 3950.0      24.4521560010461
 4000.0      24.4856006882374
 4050.0      24.4605672299764
 4100.0      24.4868759311881
 4150.0      24.4939909115645
 4200.0      24.4070183213455
 4250.0      24.5423973651107
 4300.0      24.4420199090817
 4350.0      24.4640390142820
 4400.0      24.4888287663424
 4450.0      24.4859815276262
 4500.0      24.4135719928233
 4550.0      24.5179408118757
 4600.0      24.4875236904133
 4650.0      24.4677243012434
 4700.0      24.3752026441982
 4750.0      24.6473305676465
 4800.0      24.3493380503656
 4850.0      24.4995889705260
 4900.0      24.4953813017959
 4950.0      24.4648493794331
 5000.0      24.4286595676941
# P = 618.000000 (GPa)
    1.0       1.0000000000000
   50.0      28.8643417686342
  100.0      19.5551023544487
  150.0      25.1043519326191
  200.0      24.5918964525194
  250.0      24.2190612442163
  300.0      22.1431646823870
  350.0      26.9161793320965
  400.0      23.2679615217384
  450.0      27.4235492280958
  500.0      20.3973357724903
  550.0      25.3183669023061
  600.0      24.8991181547416
  650.0      24.0561462693602
  700.0      24.4652202604616
  750.0      24.2740484288071
  800.0      24.4709477287981
  850.0      21.4894862563080
  900.0      30.8137175475226
  950.0       1.6543793880423
 1000.0      50.6411871501071
 1050.0      19.1703571418155
 1100.0      25.4962150877352
 1150.0      22.9517396020909
 1200.0      22.0642059688092
 1250.0      24.5009001898988
 1300.0      24.5839788154445
 1350.0      24.3340498138217
 1400.0      24.5500155982830
 1450.0      24.4150824930340
 1500.0      24.5087847133851
 1550.0      24.4413431829346
 1600.0      24.5134080986301
 1650.0      24.3989963281539
 1700.0      24.5326216187528
 1750.0      24.4279674054236
 1800.0      24.5207773990001
 1850.0      24.3856657578260
 1900.0      24.5681005872326
 1950.0      24.3759248734728
 2000.0      24.5855908037935
 2050.0      24.3823013298865
 2100.0      24.5430240885158
 2150.0      24.3339841645260
 2200.0      24.6134362240439
 2250.0      24.4154520081786
 2300.0      24.4642423216847
 2350.0      24.4754263233244
 2400.0      24.5137924594634
 2450.0      24.4120204797650
 2500.0      24.4737098613857
 2550.0      24.4817560840283
 2600.0      24.5354188503870
 2650.0      24.3890050065945
 2700.0      24.5027760513533
 2750.0      24.4932749910990
 2800.0      24.4470595766660
 2850.0      24.4806367293118
 2900.0      24.4188918593162
 2950.0      24.6338236673930
 3000.0      24.3090900320787
 3050.0      24.4979092092834
 3100.0      24.5382766230280
 3150.0      24.4233082076397
 3200.0      24.4457041198543
 3250.0      24.5560292980241
 3300.0      24.4322844351655
 3350.0      24.4626619701332
 3400.0      24.4733897539603
 3450.0      24.5291648483776
 3500.0      24.3994013750987
 3550.0      24.4437221264206
 3600.0      24.5900721311087
 3650.0      24.3737186570171
 3700.0      24.4993344040711
 3750.0      24.5173600716794
 3800.0      24.4350977301168
 3850.0      24.4547175847591
 3900.0      24.5053392766483
 3950.0      24.4528318370525
 4000.0      24.4859690295783
 4050.0      24.4611035974755
 4100.0      24.4872747730240
 4150.0      24.4943170463659
 4200.0      24.4079825732423
 4250.0      24.5423039597083
 4300.0      24.4427808324640
 4350.0      24.4645412020124
 4400.0      24.4891673344098
